Time (s),Sensor 1 - Short Channel
4.9948692321777344e-05,1829
0.00023543834686279297,1829
0.0005625486373901367,1744
0.0010679960250854492,1771
0.0015959739685058594,1771
0.002062559127807617,1871
0.0026189088821411133,2013
0.0031075477600097656,2019
0.0036374330520629883,2221
0.004145503044128418,2288
0.004661440849304199,2288
0.005171537399291992,2325
0.005678057670593262,2220
0.006225943565368652,2151
0.006737470626831055,1919
0.007216930389404297,1572
0.00748896598815918,1646
0.008021950721740723,1646
0.008558034896850586,1646
0.009078502655029297,1665
0.009615898132324219,1747
0.010125994682312012,1817
0.01061105728149414,1932
0.011113882064819336,2095
0.011625885963439941,2082
0.012392997741699219,2332
0.013048052787780762,2403
0.013361454010009766,2302
0.01397550106048584,2361
0.014164090156555176,2158
0.01456153392791748,2097
0.015059471130371094,1929
0.015642404556274414,1929
0.01598799228668213,1699
0.016536474227905273,1663
0.017042994499206543,1744
0.017620444297790527,1751
0.018059968948364258,1838
0.01856255531311035,1885
0.019092440605163574,2036
0.019583463668823242,2097
0.020125508308410645,2097
0.02060103416442871,2286
0.021158933639526367,2442
0.021675467491149902,2339
0.02194046974182129,2260
0.02248847484588623,2260
0.023143529891967773,1918
0.02349245548248291,1765
0.02448296546936035,1765
0.024793028831481934,1614
0.02503800392150879,1564
0.025527000427246094,1668
0.026089072227478027,1776
0.026539921760559082,1859
0.027078986167907715,1859
0.027592062950134277,1969
0.028073906898498535,2129
0.028599023818969727,2105
0.02909398078918457,2282
0.029375910758972168,2282
0.02991044521331787,2292
0.0304410457611084,2249
0.03090643882751465,2172
0.03144204616546631,1890
0.031943440437316895,1643
0.03251504898071289,1691
0.03301703929901123,1588
0.033560991287231445,1591
0.03401458263397217,1591
0.034537553787231445,1609
0.03502702713012695,1678
0.03554046154022217,1656
0.03605294227600098,1708
0.03657197952270508,1944
0.03685295581817627,1794
0.0373995304107666,1785
0.03788447380065918,1785
0.03838002681732178,1686
0.038904547691345215,1506
0.03945648670196533,1316
0.03997147083282471,1073
0.04046297073364258,757
0.04097092151641846,757
0.04148602485656738,608
0.04198145866394043,564
0.04251694679260254,561
0.043032050132751465,559
0.043552398681640625,684
0.04407858848571777,646
0.04462707042694092,657
0.04482746124267578,657
0.04539048671722412,836
0.04588747024536133,1004
0.04637002944946289,858
0.04689598083496094,935
0.047408461570739746,706
0.04791545867919922,589
0.04842853546142578,426
0.048970937728881836,375
0.04958999156951904,375
0.0512009859085083,349
0.051638007164001465,331
0.05188548564910889,358
0.052077531814575195,404
0.052228450775146484,404
0.05245494842529297,580
0.052821993827819824,658
0.05330300331115723,658
0.05388295650482178,858
0.0543665885925293,1118
0.05489301681518555,1035
0.05541050434112549,1120
0.05590546131134033,964
0.05641591548919678,964
0.05689692497253418,763
0.05742287635803223,697
0.05801403522491455,724
0.05848252773284912,694
0.05896949768066406,664
0.05926990509033203,715
0.05977797508239746,788
0.06029343605041504,788
0.060809969902038574,989
0.06132197380065918,1112
0.061841487884521484,1075
0.06235051155090332,1289
0.06285238265991211,1622
0.0633544921875,1484
0.06386590003967285,1377
0.06443297863006592,1162
0.06489455699920654,1099
0.06545698642730713,943
0.06598889827728271,811
0.06642007827758789,854
0.0667198896408081,877
0.06724739074707031,877
0.0677725076675415,920
0.06824958324432373,1022
0.06877899169921875,1042
0.06931138038635254,1152
0.06984901428222656,1369
0.07033753395080566,1316
0.07084548473358154,1531
0.07136142253875732,1577
0.07190549373626709,1577
0.07267248630523682,1504
0.0728985071182251,1242
0.07344090938568115,1189
0.07369041442871094,1049
0.07420289516448975,1049
0.0746915340423584,971
0.07523894309997559,970
0.07579445838928223,1023
0.07625353336334229,1053
0.0767970085144043,1214
0.07728958129882812,1223
0.07778501510620117,1311
0.07828342914581299,1423
0.0787883996963501,1423
0.07935202121734619,1720
0.079864501953125,1816
0.08035504817962646,1675
0.08090353012084961,1573
0.08112990856170654,1573
0.08169090747833252,1275
0.0822899341583252,1176
0.08268499374389648,1176
0.08320045471191406,1110
0.0837249755859375,1077
0.08426558971405029,1134
0.08474695682525635,1184
0.08523249626159668,1379
0.08573949337005615,1379
0.0863269567489624,1514
0.08676695823669434,1730
0.0872565507888794,1659
0.08783388137817383,1879
0.08851897716522217,1991
0.08873403072357178,1849
0.08914947509765625,1637
0.08966648578643799,1637
0.09014308452606201,1287
0.09068000316619873,1164
0.09122300148010254,1226
0.09174644947052002,1199
0.09222102165222168,1245
0.09272408485412598,1245
0.09321200847625732,1388
0.0937424898147583,1508
0.09427642822265625,1520
0.09476196765899658,1617
0.09532046318054199,2025
0.09563601016998291,1939
0.09628057479858398,1950
0.09679543972015381,1950
0.09749209880828857,1909
0.0976330041885376,1660
0.09819555282592773,1618
0.09867393970489502,1472
0.09917950630187988,1264
0.09967446327209473,1337
0.10027086734771729,1380
0.10071301460266113,1425
0.10125339031219482,1425
0.1017000675201416,1532
0.10227739810943604,1708
0.10278546810150146,1717
0.1032710075378418,1847
0.10355842113494873,1847
0.10407888889312744,2066
0.104591965675354,2124
0.1051335334777832,2026
0.10559797286987305,1999
0.1061699390411377,1659
0.10669398307800293,1650
0.1071634292602539,1530
0.1076744794845581,1484
0.10824048519134521,1484
0.10869991779327393,1505
0.10925793647766113,1553
0.10971641540527344,1622
0.11025547981262207,1731
0.11049151420593262,1731
0.11107301712036133,1893
0.11156249046325684,2036
0.11208152770996094,2036
0.1127089262008667,2168
0.11310100555419922,2258
0.11368143558502197,2163
0.1141355037689209,2032
0.11466693878173828,1855
0.11512959003448486,1855
0.11567652225494385,1590
0.11613047122955322,1527
0.11668741703033447,1616
0.11727750301361084,1622
0.11769354343414307,1672
0.11799204349517822,1738
0.11850500106811523,1846
0.11900997161865234,1846
0.11951649188995361,2024
0.12001097202301025,2261
0.12060296535491943,2200
0.12116193771362305,2295
0.12177252769470215,2441
0.12241649627685547,2327
0.1226503849029541,2090
0.12315690517425537,1849
0.12363302707672119,1855
0.12415599822998047,1646
0.12466251850128174,1539
0.12521588802337646,1641
0.12545251846313477,1739
0.1260974407196045,1739
0.12650644779205322,1865
0.12700796127319336,1991
0.1275390386581421,2002
0.1281224489212036,2094
0.12854599952697754,2399
0.12907695770263672,2324
0.12956655025482178,2369
0.13005757331848145,2353
0.13062500953674316,2353
0.13109099864959717,2125
0.131616473197937,1815
0.13216400146484375,1837
0.132423996925354,1745
0.13300156593322754,1745
0.13347244262695312,1739
0.13398337364196777,1774
0.13452839851379395,1843
0.1349855661392212,1921
0.13552355766296387,2101
0.1360539197921753,2101
0.13652896881103516,2189
0.13703548908233643,2299
0.1375744342803955,2299
0.13805949687957764,2412
0.13859796524047852,2400
0.13908600807189941,2309
0.13959252834320068,2024
0.13989496231079102,2024
0.14041650295257568,1811
0.14091944694519043,1757
0.14138901233673096,1757
0.1419525146484375,1760
0.14245390892028809,1817
0.14301550388336182,1922
0.1434800624847412,2088
0.14400196075439453,2291
0.14451944828033447,2291
0.145035982131958,2774
0.14554095268249512,2972
0.14626693725585938,3006
0.14761507511138916,3110
0.1479560136795044,3138
0.14808297157287598,3195
0.14820051193237305,3049
0.14835643768310547,3049
0.14889299869537354,2779
0.14944541454315186,2785
0.14995193481445312,2968
0.15046310424804688,3005
0.15094804763793945,3042
0.15145254135131836,3042
0.15196943283081055,3171
0.15248095989227295,3144
0.1530165672302246,3035
0.15353047847747803,3003
0.15405750274658203,3082
0.1545189619064331,2843
0.15535807609558105,2659
0.15567541122436523,2659
0.15585649013519287,2156
0.1563359498977661,1788
0.1568770408630371,1637
0.15739500522613525,1310
0.15790939331054688,1014
0.1584395170211792,889
0.15893244743347168,565
0.15947139263153076,457
0.15996849536895752,457
0.16045451164245605,420
0.16098690032958984,464
0.16152358055114746,349
0.16200697422027588,536
0.16231298446655273,536
0.16303300857543945,580
0.16334104537963867,519
0.16382646560668945,379
0.16435301303863525,268
0.1648705005645752,239
0.16538798809051514,263
0.16633093357086182,266
0.16650450229644775,320
0.16691601276397705,320
0.167466402053833,549
0.1679619550704956,767
0.1684565544128418,951
0.16900897026062012,1198
0.1694735288619995,1467
0.16976642608642578,1539
0.1703050136566162,1760
0.17239439487457275,1760
0.17264699935913086,2036
0.17287147045135498,2100
0.1730860471725464,2088
0.17324650287628174,1888
0.1734619140625,1852
0.17384803295135498,1852
0.17438149452209473,1916
0.1749129295349121,2036
0.17544353008270264,2236
0.17593801021575928,2337
0.17646396160125732,2563
0.1770094633102417,2732
0.17725706100463867,3057
0.17777252197265625,3057
0.178259015083313,3311
0.1788043975830078,3436
0.17944300174713135,3470
0.18034696578979492,3552
0.18063044548034668,3543
0.18109452724456787,3566
0.18136906623840332,3351
0.18190836906433105,3197
0.18248987197875977,3197
0.1837329864501953,3178
0.1839430332183838,3234
0.18706190586090088,3384
0.18868553638458252,3472
0.1889270544052124,3472
0.18912196159362793,3695
0.18927907943725586,3798
0.18983352184295654,3798
0.18998491764068604,3883
0.19009459018707275,3945
0.19019556045532227,3987
0.1903015375137329,4040
0.19041454792022705,4001
0.1906059980392456,4001
0.19085240364074707,3568
0.1911684274673462,3456
0.1918790340423584,3606
0.19256806373596191,3638
0.19277048110961914,3774
0.19294798374176025,3774
0.19313347339630127,3869
0.1932995319366455,3869
0.19370591640472412,3981
0.19426751136779785,4014
0.19534707069396973,4037
0.19682002067565918,4054
0.1970614194869995,4066
0.198250412940979,4066
0.19866502285003662,4074
0.19902253150939941,3942
0.19919395446777344,3967
0.19934654235839844,3657
0.19948196411132812,3458
0.1997309923171997,3599
0.19994401931762695,3743
0.20013105869293213,3743
0.2007519006729126,3849
0.20118248462677002,3921
0.2018280029296875,3971
0.20225298404693604,4007
0.20274591445922852,4033
