Group ID,Avg Short,Avg Long1,Avg Long2,Emitter
3,2036,2037,2062,2
3,2042,2043,2067,1
3,2053,2054,2078,2
243,2085,2087,2111,1
243,2086,2087,2111,1
243,2086,2089,2113,1
243,2087,2089,2115,1
243,2089,2089,2114,1
243,2089,2089,2114,1
243,2090,2089,2116,1
243,2090,2089,2115,1
243,2088,2088,2115,1
243,2089,2088,2114,1
243,2089,2090,2116,1
243,2091,2092,2118,1
243,2094,2094,2119,1
243,2094,2095,2120,1
243,2094,2094,2120,1
243,2091,2094,2116,1
243,2091,2086,2113,1
243,2088,2085,2112,1
243,2091,2085,2112,1
243,2090,2087,2112,1
243,2090,2088,2114,1
243,2090,2088,2115,1
243,2090,2089,2115,1
243,2090,2089,2116,1
243,2090,2088,2115,1
243,2089,2087,2115,1
243,2091,2087,2115,1
243,2091,2090,2116,1
243,2094,2092,2118,1
243,2094,2092,2120,1
243,2094,2094,2120,1
243,2094,2092,2120,1
243,2091,2091,2117,1
243,2087,2087,2113,1
243,2086,2086,2112,1
243,2090,2087,2112,1
243,2090,2089,2112,1
243,2090,2089,2113,1
243,2090,2089,2114,1
243,2091,2090,2115,1
243,2091,2091,2115,1
243,2089,2089,2113,1
243,2089,2089,2113,1
243,2091,2089,2116,1
243,2091,2093,2118,1
243,2095,2094,2118,1
243,2096,2095,2119,1
243,2095,2095,2119,1
243,2095,2092,2120,1
243,2087,2090,2116,1
243,2087,2085,2116,1
243,2087,2085,2112,1
243,2087,2088,2113,1
243,2089,2088,2113,1
243,2090,2089,2113,1
243,2089,2089,2113,1
243,2090,2089,2115,1
243,2090,2090,2115,1
243,2090,2088,2114,1
243,2089,2089,2114,1
243,2091,2089,2116,1
243,2092,2091,2118,1
243,2094,2093,2120,1
243,2097,2095,2121,1
243,2096,2095,2118,1
243,2091,2095,2118,1
243,2091,2088,2114,1
243,2086,2086,2114,1
243,2087,2085,2113,1
243,2087,2087,2113,1
243,2089,2087,2115,1
243,2090,2089,2114,1
243,2090,2091,2115,1
243,2091,2090,2115,1
243,2090,2090,2114,1
243,2088,2089,2113,1
243,2089,2090,2114,1
243,2092,2091,2115,1
243,2093,2093,2118,1
243,2096,2093,2118,1
243,2096,2095,2119,1
243,2096,2094,2119,1
243,2093,2094,2116,1
243,2089,2090,2112,1
243,2087,2087,2111,1
243,2090,2086,2111,1
243,2090,2088,2112,1
243,2089,2088,2112,1
243,2090,2088,2113,1
243,2090,2090,2114,1
243,2091,2090,2115,1
243,2091,2090,2114,1
243,2088,2088,2114,1
243,2090,2088,2114,1
243,2090,2091,2116,1
243,2093,2093,2116,1
243,2095,2093,2118,1
243,2095,2094,2118,1
243,2095,2093,2120,1
243,2093,2092,2117,1
243,2088,2088,2111,1
243,2085,2088,2111,1
243,2087,2088,2113,1
243,2087,2090,2113,1
243,2088,2090,2114,1
243,2090,2090,2114,1
243,2090,2090,2114,1
243,2091,2089,2115,1
243,2091,2089,2113,1
243,2088,2089,2113,1
243,2090,2089,2115,1
243,2090,2091,2116,1
243,2093,2093,2119,1
243,2096,2095,2119,1
243,2096,2095,2120,1
243,2092,2092,2120,1
243,2089,2092,2114,1
243,2089,2086,2112,1
243,2088,2087,2111,1
243,2090,2088,2112,1
243,2090,2088,2112,1
243,2091,2089,2114,1
243,2091,2089,2116,1
243,2092,2089,2116,1
243,2091,2089,2115,1
243,2091,2088,2113,1
243,2091,2088,2113,1
243,2093,2089,2114,1
243,2093,2091,2115,1
243,2095,2095,2118,1
243,2096,2095,2120,1
243,2096,2095,2119,1
243,2093,2092,2119,1
243,2090,2089,2115,1
243,2086,2087,2112,1
243,2087,2088,2112,1
243,2089,2089,2113,1
243,2089,2089,2113,1
243,2089,2089,2114,1
243,2089,2090,2115,1
243,2090,2090,2116,1
243,2090,2090,2114,1
243,2088,2089,2112,1
243,2089,2091,2112,1
243,2091,2091,2117,1
243,2091,2095,2119,1
243,2095,2096,2119,1
243,2096,2097,2120,1
243,2095,2096,2118,1
243,2092,2091,2117,1
243,2087,2088,2113,1
243,2087,2086,2113,1
243,2088,2086,2113,1
243,2088,2089,2114,1
243,2090,2089,2114,1
243,2091,2089,2114,1
243,2091,2090,2114,1
243,2092,2089,2116,1
243,2090,2089,2115,1
243,2090,2088,2115,1
243,2091,2090,2115,1
243,2093,2090,2117,1
243,2093,2092,2118,1
243,2095,2093,2120,1
243,2096,2094,2120,1
243,2096,2092,2120,1
243,2092,2092,2115,1
243,2092,2086,2112,1
243,2088,2086,2112,1
243,2090,2087,2113,1
243,2090,2088,2113,1
243,2090,2088,2114,1
243,2092,2088,2114,1
243,2092,2090,2114,1
243,2090,2089,2114,1
243,2089,2089,2113,1
243,2087,2089,2113,1
243,2090,2091,2115,1
243,2093,2093,2116,1
243,2093,2094,2119,1
243,2096,2094,2119,1
243,2096,2095,2120,1
243,2094,2092,2120,1
243,2090,2090,2117,1
243,2086,2087,2113,1
243,2087,2087,2112,1
243,2090,2088,2113,1
243,2090,2089,2114,1
243,2090,2089,2114,1
243,2091,2089,2115,1
243,2091,2090,2115,1
243,2090,2089,2116,1
243,2091,2089,2114,1
243,2089,2089,2116,1
243,2092,2089,2116,1
243,2092,2092,2118,1
243,2095,2094,2118,1
243,2097,2094,2120,1
243,2096,2094,2119,1
243,2095,2091,2119,1
243,2092,2088,2115,1
243,2088,2086,2111,1
243,2088,2087,2111,1
243,2089,2087,2114,1
243,2089,2088,2114,1
243,2089,2089,2115,1
243,2092,2090,2115,1
243,2091,2090,2114,1
243,2091,2089,2115,1
243,2091,2089,2113,1
243,2090,2090,2113,1
243,2092,2090,2116,1
243,2092,2092,2118,1
243,2094,2094,2121,1
243,2096,2095,2121,1
243,2095,2095,2118,1
243,2090,2091,2118,1
243,2087,2091,2112,1
243,2087,2086,2111,1
243,2088,2087,2112,1
243,2090,2089,2112,1
243,2089,2089,2112,1
243,2090,2090,2113,1
243,2090,2090,2116,1
243,2090,2090,2116,1
243,2089,2090,2114,1
243,2089,2088,2114,1
243,2090,2089,2115,1
243,2094,2091,2116,1
243,2094,2093,2116,1
243,2096,2095,2118,1
243,2096,2095,2120,1
243,2096,2092,2118,1
243,2090,2088,2118,1
243,2088,2086,2114,1
243,2085,2086,2113,1
243,2087,2088,2114,1
243,2089,2089,2114,1
243,2089,2089,2114,1
243,2090,2089,2115,1
243,2090,2090,2116,1
243,2090,2090,2117,1
243,2090,2089,2115,1
243,2088,2088,2114,1
243,2090,2091,2115,1
243,2092,2091,2119,1
243,2092,2095,2120,1
243,2096,2096,2120,1
243,2096,2096,2120,1
243,2094,2093,2117,1
243,2090,2089,2115,1
243,2087,2086,2112,1
243,2087,2087,2112,1
243,2089,2087,2114,1
243,2089,2089,2114,1
243,2091,2089,2114,1
243,2092,2089,2115,1
243,2091,2090,2114,1
243,2091,2089,2115,1
243,2088,2089,2113,1
243,2088,2089,2114,1
243,2092,2091,2114,1
243,2094,2091,2118,1
243,2094,2093,2119,1
243,2096,2093,2121,1
243,2096,2094,2120,1
243,2093,2090,2120,1
243,2089,2090,2113,1
243,2089,2086,2112,1
243,2089,2087,2112,1
243,2090,2088,2113,1
243,2089,2089,2113,1
243,2091,2089,2114,1
243,2093,2089,2115,1
243,2093,2090,2115,1
243,2091,2089,2115,1
243,2090,2089,2112,1
243,2089,2090,2114,1
243,2091,2092,2116,1
243,2094,2094,2118,1
243,2094,2095,2120,1
243,2096,2095,2120,1
243,2096,2095,2119,1
243,2092,2091,2119,1
243,2089,2091,2112,1
243,2086,2088,2112,1
243,2087,2088,2112,1
243,2090,2089,2113,1
243,2090,2089,2114,1
243,2090,2090,2114,1
243,2090,2090,2116,1
243,2090,2090,2115,1
